rank	cluster_id	month	cluster_id_mm	issue_name	n_documents
366	41	8	41_08	미국 반도체 관세 및 지분 요구 (8월)	97
366	41	12	41_12	공정위 과징금 상향 추진 (12월)	97
366	52	9	52_09	대기업 청년 신규채용 확대 (9월)	97
370	11	9	11_09	국세청 체납자 전수조사 (9월)	96
370	39	7	39_07	SK온·SK엔무브 합병 결정 (7월)	96
370	42	9	42_09	쌀값 상승 대응 정부 공급 확대 (9월)	96
370	43	3	43_03	인터배터리 2025 전시회 개최 (3월)	96
374	19	2	19_02	업비트 영업정지 제재 (2월)	95
374	48	3	48_03	한국 조선업 대미 수주 확대 (3월)	95
374	61	8	61_08	이재명 정부 AI 대전환 추진 (8월)	95
377	13	8	13_08	한국경제 성장률 전망 변화 (8월)	94
377	19	8	19_08	국민성장펀드·첨단산업투자 (8월)	94
377	34	10	34_10	9월 소비자물가 상승 (10월)	94
377	37	5	37_05	한미 고위급 관세협상 (5월)	94
381	2	8	2_08	한수원-웨스팅하우스 원전수출 계약 논란 (8월)	93
381	32	11	32_11	자사주 소각 의무화 추진 (11월)	93
381	35	9	35_09	미국발 대미관세 인상 (9월)	93
381	49	6	49_06	지역 농특산물 축제 개최 (6월)	93
381	54	8	54_08	비만치료제 마운자로 국내 출시 (8월)	93
381	56	4	56_04	지역혁신인재·창업지원 확대 (4월)	93
387	37	1	37_01	하나금융 함영주 회장 연임 (1월)	92
388	4	10	4_10	공정위 쿠팡 제재 조치 (10월)	91
388	22	8	22_08	상생페이백 환급제도 시행 (8월)	91
388	33	2	33_02	2025년 주요 산업 박람회 개최 (2월)	91
388	33	5	33_05	미국 관세로 인한 대미수출 감소 (5월)	91
388	44	10	44_10	국내외 바이오의약 신약개발 경쟁 (10월)	91
388	48	11	48_11	농협중앙회 인적쇄신 추진 (11월)	91
388	62	9	62_09	대형마트 추석선물세트 할인판매 (9월)	91
388	69	9	69_09	해수부 부산 이전 추진 (9월)	91
396	10	9	10_09	소비자 피해 및 보험 분쟁 증가 (9월)	90
396	28	1	28_01	2023년 한국 수출액 역대 최대 (1월)	90
396	36	7	36_07	LG엔솔 테슬라 LFP배터리 대규모 수주 (7월)	90
396	48	12	48_12	삼성바이오 미국 생산시설 인수 (12월)	90
396	49	5	49_05	대선 에너지정책 공약 경쟁 (5월)	90
401	8	1	8_01	정부 설 연휴 임시공휴일 지정 (1월)	89
401	22	11	22_11	반도체 주도 수출 증가 (11월)	89
401	28	12	28_12	LG엔솔 포드 배터리 계약 해지 (12월)	89
401	37	7	37_07	현대차그룹 대미 전기차 수출 감소 (7월)	89
405	13	5	13_05	코스피 2600선 등락 지속 (5월)	88
405	25	9	25_09	현대차그룹 미국 관세 대응 전략 (9월)	88
405	31	3	31_03	삼부토건 주가조작 의혹 조사 (3월)	88
405	34	3	34_03	증권사 투자상품 경쟁 확대 (3월)	88
405	48	10	48_10	ADEX 2025 방산항공 협력 확대 (10월)	88
405	64	8	64_08	재생에너지 전환 정책 추진 (8월)	88
411	0	10	0_10	홈플러스 인수전 전개 (10월)	87
411	4	3	4_03	코레일 KTX 운임 인상 추진 (3월)	87
411	16	8	16_08	코스피 3200선 등락 지속 (8월)	87
411	26	8	26_08	HD현대중공업·현대미포 합병 (8월)	87
411	42	1	42_01	2023년 11월 출생아 증가 (1월)	87
411	46	2	46_02	주요 기업 경영진 교체 및 이사회 개편 (2월)	87
411	53	6	53_06	전국민 민생회복 소비쿠폰 지급 (6월)	87
411	64	9	64_09	2차 소비쿠폰 유통업계 할인 (9월)	87
419	5	12	5_12	고려아연 미국 제련소 투자 추진 (12월)	86
419	10	12	10_12	삼성생명 일탈회계 중단 (12월)	86
419	17	6	17_06	금융권 디지털 서비스 혁신 (6월)	86
419	19	1	19_01	딥시크발 반도체주 급락 (1월)	86
419	26	1	26_01	은행권 실적 증가와 희망퇴직 확대 (1월)	86
419	29	10	29_10	대기업 경영진 인사 단행 (10월)	86
419	40	11	40_11	네이버파이낸셜 두나무 합병 (11월)	86
419	43	9	43_09	국가채무비율 장기증가 전망 (9월)	86
419	44	8	44_08	미국 철강관세 50% 확대 (8월)	86
428	10	11	10_11	내년 한국 경제성장률 상향 (11월)	85
428	43	6	43_06	농협 농촌일손돕기 지원 (6월)	85
428	52	8	52_08	SK그룹 자산 매각 및 투자 재편 (8월)	85
428	56	6	56_06	중장년·청년 일자리·창업 지원 확대 (6월)	85
428	71	7	71_07	부산항 신항 등 항만개발 추진 (7월)	85
433	1	3	1_03	더본코리아 원산지표기법 위반 (3월)	84
433	17	11	17_11	업비트 대규모 해킹 발생 (11월)	84
433	43	11	43_11	정부 김장재료 할인공급 정책 (11월)	84
433	44	2	44_02	이재용 부당합병 무죄 판결 (2월)	84
433	50	4	50_04	전국 봄 축제 개막 (4월)	84
433	52	5	52_05	전 연령층 취업지원 확대 (5월)	84
433	66	7	66_07	폭염에 따른 농축산 피해 대응 (7월)	84
440	8	8	8_08	60~64세 연금소득 미수급 (8월)	83
440	9	12	9_12	이노스페이스 한빛-나노 발사 실패 (12월)	83
440	14	7	14_07	카드론 신용대출 한도규제 (7월)	83
440	17	2	17_02	통상임금 기준 개정 및 노사 지침 발표 (2월)	83
440	24	9	24_09	유럽 모터쇼 전기차 신차 공개 (9월)	83
440	28	11	28_11	퇴직연금 투자전략 변화 (11월)	83
440	35	2	35_02	식품업계 제품 가격 인상 (2월)	83
440	45	1	45_01	한남4구역 시공사 선정 (1월)	83
440	47	8	47_08	한미 자동차 관세협상 (8월)	83
440	52	1	52_01	CES 2025 한국기업 참가 확대 (1월)	83
440	54	10	54_10	가을장마 농작물 피해 (10월)	83
440	70	7	70_07	중장년·청년 일자리 지원 확대 (7월)	83
452	24	2	24_02	여야 추경안 논의 공방 (2월)	82
452	59	9	59_09	농업분야 기후적응 신품종 개발 (9월)	82
454	10	6	10_06	미 연준 기준금리 동결 (6월)	81
454	36	10	36_10	강호동 농협회장 수뢰 의혹 (10월)	81
454	39	10	39_10	트럼프와 재계 총수 회동 (10월)	81
454	45	3	45_03	정부 채소 비축물량 방출 (3월)	81
454	49	7	49_07	폭염 근로자 휴식 의무화 (7월)	81
459	0	1	0_01	주유소 휘발유 가격 연속 상승 (1월)	80
459	11	4	11_04	한국 1분기 역성장 (4월)	80
459	15	1	15_01	코스피 2,500선 등락 지속 (1월)	80
459	33	11	33_11	경제관계장관회의 개최 (11월)	80
459	35	5	35_05	가덕도신공항 수의계약 중단 (5월)	80
459	40	10	40_10	APEC 인천플랜 채택 (10월)	80
459	49	3	49_03	제주 관광객 유치 경쟁 (3월)	80
459	50	2	50_02	정부·기업 딥시크 차단 조치 (2월)	80
459	51	11	51_11	수도권 공공주택 공급 확대 (11월)	80
459	63	7	63_07	버스 노선개편 및 요금인상 (7월)	80
469	3	12	3_12	고병원성 조류인플루엔자 확산 (12월)	79
469	22	4	22_04	삼부토건 주가조작 검찰 고발 (4월)	79
469	40	4	40_04	LG전자 1분기 최대 매출 달성 (4월)	79
469	54	9	54_09	국내 대기업 AI 전환 추진 (9월)	79
469	57	12	57_12	현대차 수소위원회 CEO 서밋 개최 (12월)	79
474	15	12	15_12	코스피 4,000선 등락 (12월)	78
474	18	4	18_04	숙박음식업 장기 불황 (4월)	78
474	21	8	21_08	농협 집중호우 피해지원 (8월)	78
474	23	8	23_08	서클 사장 방한 및 원화 스테이블코인 논의 (8월)	78
478	9	1	9_01	국내 기업인 트럼프 취임식 참석 (1월)	77
478	19	5	19_05	SPC삼립 근로자 사망사고 생산중단 (5월)	77
478	30	4	30_04	헌재 윤석열 대통령 파면 (4월)	77
478	39	8	39_08	트럼프 행정부 상호관세 시행 (8월)	77
478	68	7	68_07	해양수산부 부산 이전 추진 (7월)	77
483	3	4	3_04	건강보험 과잉진료 지출증가 (4월)	76
483	36	2	36_02	1월 소비자물가 상승 (2월)	76
483	49	2	49_02	삼성LG 북미가전시장 공략 (2월)	76
483	55	11	55_11	지역 농식품 축제 개최 (11월)	76
483	70	9	70_09	버스노사 임금교섭 갈등 (9월)	76
488	3	11	3_11	새벽배송 금지 논의 (11월)	75
488	11	10	11_10	IMF 세계성장률 상향 조정 (10월)	75
488	20	5	20_05	경기침체로 인한 자영업 폐업 증가 (5월)	75
488	21	7	21_07	미국 관세 영향 수출 변동 (7월)	75
488	26	9	26_09	슈퍼리치 1000억대 주가조작 적발 (9월)	75
488	32	10	32_10	미국 관세로 인한 대미 수출 감소 (10월)	75
488	59	8	59_08	금융당국 수장 교체 인사 (8월)	75
495	13	11	13_11	코스피 4000선 등락 변동 (11월)	74
495	27	7	27_07	4대 금융지주 상반기 최대 순익 (7월)	74
495	29	4	29_04	한화에어로 유상증자 축소 (4월)	74
495	29	6	29_06	상법개정에 따른 기업지배구조 변화 (6월)	74
495	32	7	32_07	여름철 차량 침수 및 전기차 배터리 피해 (7월)	74
495	41	4	41_04	식품외식산업 박람회 개최 (4월)	74
495	46	9	46_09	네이버 두나무 인수 추진 (9월)	74
495	49	4	49_04	정비사업 수주 경쟁 확대 (4월)	74
495	51	4	51_04	아파트 분양 및 임대주택 공급 확대 (4월)	74
495	58	9	58_09	농협 농심천심 사회공헌 추진 (9월)	74
505	12	4	12_04	IMF 한국 성장률 전망 하향 (4월)	73
505	13	12	13_12	3분기 한국경제 성장률 상승 (12월)	73
505	27	1	27_01	트럼프 2기 대비 통상대응 (1월)	73
505	31	7	31_07	주가조작 근절대응단 출범 (7월)	73
505	37	2	37_02	K푸드 해외시장 진출 확대 (2월)	73
505	43	1	43_01	2025년 박람회 개최 행사 (1월)	73
505	48	9	48_09	공정위 가맹점주 권익강화 대책 (9월)	73
505	54	11	54_11	지방산업 투자유치 확대 (11월)	73
505	55	3	55_03	농협 스마트팜 보급 추진 (3월)	73
505	57	2	57_02	버스·택시 요금 및 노선 개편 (2월)	73
505	61	10	61_10	지방자치단체 농촌지원정책 확대 (10월)	73
516	1	11	1_11	KT 해킹 은폐 및 유심 무상 교체 (11월)	72
516	4	1	4_01	쿠팡 국회 청문회 개최 (1월)	72
516	7	2	7_02	2024년 소매판매 최대 감소 (2월)	72
516	17	9	17_09	8월 소비자물가 상승률 둔화 (9월)	72
516	25	11	25_11	국민연금 주식투자 확대 (11월)	72
516	27	11	27_11	한투·미래에셋 IMA 1호 사업자 지정 (11월)	72
516	36	4	36_04	정부 반도체 지원 확대 (4월)	72
516	47	1	47_01	재계 신년사 혁신강조 (1월)	72
524	3	2	3_02	쿠팡 매출 40조 돌파 (2월)	71
524	3	6	3_06	배민 1만원 이하 주문 수수료 면제 (6월)	71
524	6	8	6_08	청도 열차 사고 코레일 사장 사의 (8월)	71
524	30	12	30_12	농협중앙회 조직쇄신 추진 (12월)	71
524	39	9	39_09	주병기 공정거래위원장 임명 (9월)	71
524	42	12	42_12	첨단산업 금산분리 규제완화 (12월)	71
524	49	11	49_11	쌀 생산량 감소 (11월)	71
524	55	10	55_10	정부 쌀 초과생산 시장격리 (10월)	71
532	6	2	6_02	국민연금 개혁 논의 (2월)	70
532	8	9	8_09	코레일 추석 승차권 예매 장애 (9월)	70
532	14	4	14_04	트럼프 관세정책과 가상자산 변동 (4월)	70
532	15	11	15_11	고액체납자 합동수색 및 명단공개 (11월)	70
532	19	3	19_03	자영업자 대규모 폐업 증가 (3월)	70
532	20	10	20_10	삼성전자 성과연동 주식보상 도입 (10월)	70
532	25	12	25_12	트럼프 행정부 관세정책 강화 (12월)	70
532	28	7	28_07	스테이블코인 제도화 추진 (7월)	70
532	30	11	30_11	정부 구조개혁 추진 (11월)	70
532	31	8	31_08	폭염폭우에 따른 7월 먹거리 물가 상승 (8월)	70
532	49	8	49_08	세컨드홈 세제특례 확대 (8월)	70
532	50	6	50_06	해양수산부 부산 이전 추진 (6월)	70
532	53	2	53_02	딥시크 등장과 AI 경쟁력 강화 (2월)	70
532	53	12	53_12	청년 수도권 이동 및 외국인 취업자 증가 (12월)	70
532	55	8	55_08	전국 지역축제 개최 확대 (8월)	70
547	0	8	0_08	홈플러스 15개 점포 폐점 결정 (8월)	69
547	1	8	1_08	광복절 택배 쉬는 날 시행 (8월)	69
547	13	1	13_01	계엄 여파 소비침체 (1월)	69
547	17	10	17_10	배당소득 분리과세 세율 논의 (10월)	69
547	28	10	28_10	국정감사 기관장 출석 (10월)	69
547	41	10	41_10	한말레이시아 FTA 타결 (10월)	69
547	42	6	42_06	아파트 분양가 상승 및 무순위 청약제도 변경 (6월)	69
547	53	5	53_05	기업 아동복지 사회공헌 확대 (5월)	69
555	2	4	2_04	IMF 한국 1인당 GDP 전망 하향 (4월)	68
555	3	3	3_03	고려아연 경영권 분쟁 (3월)	68
555	6	9	6_09	쿠팡 PB단가 인하 동의의결 (9월)	68
555	13	10	13_10	추석 연휴 교통안전 대책 (10월)	68
555	15	8	15_08	미국 금리정책 환율변동 (8월)	68
555	26	11	26_11	보험사기 적발 및 실손보험 개선 (11월)	68
555	31	5	31_05	트럼프 정부 대미 관세 확대 (5월)	68
555	51	7	51_07	LG전자 냉난방공조 사업 확대 (7월)	68
555	53	8	53_08	해수부 부산 이전 추진 (8월)	68
555	54	12	54_12	이주배경인구 5% 돌파 (12월)	68
555	58	12	58_12	해양수산부 부산 이전 (12월)	68
566	5	4	5_04	트럼프 주니어 방한 재계 면담 (4월)	67
566	24	6	24_06	SK하이닉스 D램 점유율 1위 (6월)	67
566	24	7	24_07	2023년 폐업자 100만명 돌파 (7월)	67
566	30	9	30_09	건설현장 사망사고 대응 (9월)	67
566	33	12	33_12	ETF 투자 확대 및 시장 성장 (12월)	67
566	34	12	34_12	금감원 증권사 해외투자 점검 (12월)	67
566	54	4	54_04	이상저온에 따른 과수 냉해 피해 (4월)	67
566	58	2	58_02	지역혁신중심 대학지원 RISE 추진 (2월)	67
566	60	2	60_02	정부 철도 지하화 사업 추진 (2월)	67
575	5	3	5_03	트럼프 관세전쟁 금값 최고치 (3월)	66
575	7	4	7_04	국제 금값 사상 최고치 경신 (4월)	66
575	10	7	10_07	한국은행 기준금리 동결 (7월)	66
575	22	7	22_07	한미 자동차 관세 협상 타결 (7월)	66
575	25	10	25_10	기업 지분매각 및 IPO 추진 (10월)	66
575	28	2	28_02	미국 관세조치 대응 (2월)	66
575	35	4	35_04	미국발 관세조치 정부대응 (4월)	66
575	53	4	53_04	서울 시내버스 노사협상 결렬 (4월)	66
583	20	9	20_09	신세계그룹 대표 교체 인사 (9월)	65
583	27	4	27_04	초대형 IB 모험자본 투자 의무화 (4월)	65
583	37	11	37_11	삼성LG-벤츠 미래차 협력 (11월)	65
583	38	5	38_05	K배터리 업계 경쟁 심화 (5월)	65
587	0	6	0_06	홈플러스 회생절차 내 M&A 추진 (6월)	64
587	1	7	1_07	삼성전자 테슬라 반도체 수주 (7월)	64
587	2	9	2_09	한국 1인당 GDP 대만 역전 전망 (9월)	64
587	9	7	9_07	미 연준 기준금리 동결 (7월)	64
587	14	8	14_08	서민·소상공인 신용사면 시행 (8월)	64
587	17	5	17_05	삼성 갤럭시 S25 엣지 초슬림폰 공개 (5월)	64
587	18	10	18_10	건설현장 중대재해 대응 (10월)	64
587	28	3	28_03	미국 관세정책 대응 협력 (3월)	64
587	29	2	29_02	이른 설 영향 1월 수출 감소 (2월)	64
587	38	8	38_08	정부 산재기업 경제제재 강화 (8월)	64
587	46	4	46_04	미국 자동차 관세 부과 대응 (4월)	64
587	58	10	58_10	농어촌 기본소득 시범사업 선정 (10월)	64
599	7	6	7_06	산업생산·투자 동반 감소 (6월)	63
599	8	4	8_04	경기 하방압력 확대 (4월)	63
599	9	2	9_02	코스피 관세전쟁 우려 변동 (2월)	63
599	10	3	10_03	트럼프 관세정책 증시 영향 (3월)	63
599	18	11	18_11	천안 이랜드 물류센터 화재 (11월)	63
599	24	8	24_08	비트코인 이더리움 최고가 경신 (8월)	63
599	30	8	30_08	폭염폭우로 인한 농산물 가격 상승 (8월)	63
599	40	12	40_12	국민성장펀드 150조 출범 (12월)	63
599	43	4	43_04	현대차그룹 인도네시아 수소 생태계 조성 (4월)	63
599	59	7	59_07	6월 소비자물가 상승 (7월)	63
609	0	11	0_11	주유소 기름값 연속 상승 (11월)	62
609	6	6	6_06	집값상승 기대심리 확대 (6월)	62
609	18	8	18_08	ETF 투자상품 시장 확대 (8월)	62
609	18	12	18_12	코스피 연간 최고 상승률 (12월)	62
609	28	4	28_04	대기업 계열사 매각·상장 추진 (4월)	62
609	35	11	35_11	한-UAE 경제협력 확대 (11월)	62
609	35	12	35_12	증권사 발행어음 인가 확대 (12월)	62
609	40	9	40_09	주식 양도세 대주주 기준 유지 (9월)	62
609	45	8	45_08	미국 관세 영향 대미수출 감소 (8월)	62
609	46	12	46_12	노란봉투법 시행 지침 발표 (12월)	62
609	51	10	51_10	한미 비즈니스 라운드테이블 개최 (10월)	62
620	1	1	1_01	고병원성 조류인플루엔자 발생 (1월)	61
620	2	2	2_02	기업 체감경기 하락 지속 (2월)	61
620	7	1	7_01	설 연휴 항공여객 역대 최대 (1월)	61
620	11	7	11_07	한국은행 스테이블코인 규제 요구 (7월)	61
620	12	12	12_12	국세청 고액체납자 명단 공개 (12월)	61
620	13	3	13_03	코스피 코스닥 등락 현황 (3월)	61
620	27	9	27_09	청년층 수도권 인구유입 (9월)	61
620	33	10	33_10	김장·차례상 비용 감소 (10월)	61
620	35	8	35_08	한미정상회담 경제사절단 방미 (8월)	61
620	36	5	36_05	한미 관세협상 본격화 (5월)	61
620	37	4	37_04	일본 쌀값 상승에 따른 한국쌀 수출 (4월)	61
620	56	10	56_10	기업 사회공헌 활동 확대 (10월)	61
620	72	9	72_09	지방 첨단산업 육성 정책 (9월)	61
633	4	12	4_12	주유소 기름값 하락 전환 (12월)	60
633	5	7	5_07	금융당국 방시혁 검찰고발 (7월)	60
633	33	9	33_09	트럼프 행정부 관세정책 추진 (9월)	60
633	34	4	34_04	한덕수 권한대행 경제안보전략TF 주재 (4월)	60
633	57	9	57_09	남해안 적조 양식어류 폐사 (9월)	60
633	63	10	63_10	경기도 버스요금 인상 (10월)	60
639	0	5	0_05	브라질산 닭고기 수입금지 (5월)	59
639	2	5	2_05	홈플러스 점포 대규모 폐점 추진 (5월)	59
639	3	7	3_07	폭염 대응 택배업계 근무환경 개선 (7월)	59
639	11	8	11_08	강릉시 가뭄 재난 대응 (8월)	59
639	26	3	26_03	최상목 권한대행 국정운영 (3월)	59
639	29	3	29_03	반도체 수출 감소 전환 (3월)	59
639	30	3	30_03	트럼프 중재 러우크라 휴전 추진 (3월)	59
639	44	4	44_04	2025 서울모빌리티쇼 개최 (4월)	59
647	2	10	2_10	IMF 한국 1인당 GDP 대만 역전 (10월)	58
647	14	5	14_05	코스피 2600선 등락 지속 (5월)	58
647	23	3	23_03	관세청 불법 수입품 단속 강화 (3월)	58
647	24	5	24_05	원화 스테이블코인 도입 논의 (5월)	58
647	25	7	25_07	배드뱅크 설립 및 장기연체채권 매입 (7월)	58
647	31	6	31_06	트럼프발 미국차 관세 여파 (6월)	58
647	35	10	35_10	한미 자동차 관세 인하 (10월)	58
647	36	12	36_12	이재용 삼성물산 지분 증여 (12월)	58
647	55	2	55_02	농협중앙회 경영활성화 추진 (2월)	58
656	4	6	4_06	한수원 체코 원전 최종계약 (6월)	57
656	11	12	11_12	석유화학업계 구조조정 (12월)	57
656	14	10	14_10	사망보험금 연금화 도입 (10월)	57
656	20	1	20_01	코스피 2,500선 등락 지속 (1월)	57
656	38	3	38_03	테슬라 주가 변동성 확대 (3월)	57
656	50	11	50_11	김 수출 10억달러 돌파 (11월)	57
662	1	2	1_02	주유소 휘발유 가격 하락 (2월)	56
662	2	1	2_01	한수원 웨스팅하우스 분쟁 종결 (1월)	56
662	2	12	2_12	홈플러스 점포 영업중단 추진 (12월)	56
662	3	8	3_08	쌀소고기 추가개방 논란 (8월)	56
662	21	1	21_01	자동차보험료 인하 결정 (1월)	56
662	23	9	23_09	K배터리 북미 ESS 대형 수주 (9월)	56
662	26	10	26_10	네이버 두나무 합병 추진 (10월)	56
662	29	8	29_08	기후변화로 인한 수산물 가격 상승 (8월)	56
662	34	2	34_02	미국발 조선업 수주 확대 (2월)	56
662	34	6	34_06	송미령 농식품부장관 유임 (6월)	56
662	34	9	34_09	금융당국 주담대 규제 강화 (9월)	56
662	51	6	51_06	기업 ESG 경영 확산 (6월)	56
674	5	8	5_08	인천공항 면세점 임대료 갈등 (8월)	55
674	6	11	6_11	소비심리지수 8년만에 최고치 (11월)	55
674	9	5	9_05	국민의힘 대선후보 김문수 선출 (5월)	55
674	17	7	17_07	주요 기업 대표이사 인사 교체 (7월)	55
674	18	7	18_07	재계총수 한미관세협상 지원 (7월)	55
674	23	5	23_05	비트코인 11만달러 돌파 (5월)	55
674	33	7	33_07	관세청 상반기 마약밀수 적발 (7월)	55
674	34	11	34_11	카드포인트 자동사용 도입 (11월)	55
674	35	1	35_01	고환율발 수입물가 상승 (1월)	55
674	36	3	36_03	기업은행 등 금융권 부당대출 적발 (3월)	55
674	41	3	41_03	서울보증보험 코스피 상장 (3월)	55
674	42	4	42_04	미국 배터리 관세 강화 (4월)	55
674	48	8	48_08	악성 미분양 증가 (8월)	55
674	56	3	56_03	주택 재건축·공공임대 확대 (3월)	55
674	60	12	60_12	농어촌 기본소득 시범사업 확대 (12월)	55
689	1	9	1_09	MBK 홈플러스 구조조정 (9월)	54
689	16	2	16_02	첨단산업기금 신설 결정 (2월)	54
689	19	7	19_07	김정관 산업장관 취임 (7월)	54
689	21	3	21_03	혼인 출생아 증가세 (3월)	54
689	24	4	24_04	K방산 글로벌 수출 확대 (4월)	54
689	37	6	37_06	K방산 수출 확대 (6월)	54
689	45	11	45_11	반포 래미안트리니원 청약 경쟁 과열 (11월)	54
689	47	9	47_09	코스닥 상장폐지 및 신규상장 확대 (9월)	54
689	50	1	50_01	삼성 갤럭시 S25 공개 (1월)	54
689	51	12	51_12	농식품 수출 확대 정책 (12월)	54
689	52	2	52_02	기업 ESG 경영 확산 (2월)	54
689	56	2	56_02	기업 및 재단 사회공헌 지원 (2월)	54
689	65	8	65_08	부산 에너지슈퍼위크 개최 (8월)	54
702	11	2	11_02	자영업자 매출감소 및 폐업 증가 (2월)	53
702	11	5	11_05	4월 생산소비투자 동반감소 (5월)	53
702	14	2	14_02	경주 APEC 정상회의 준비 (2월)	53
702	25	4	25_04	삼성전자 DX부문장 노태문 선임 (4월)	53
702	27	2	27_02	최상목 권한대행 경제현안 대응 (2월)	53
702	32	12	32_12	삼성 트라이폴드폰 공개 (12월)	53
702	36	1	36_01	국내 조선3사 동반 흑자 (1월)	53
702	40	2	40_02	건설업계 구조조정 확대 (2월)	53
702	41	9	41_09	대주주 양도세 기준 결정 (9월)	53
702	46	3	46_03	카카오 김범수 의장 사임 (3월)	53
702	60	7	60_07	여름 농촌축제 개최 확대 (7월)	53
702	63	12	63_12	지역산업 인재양성 협력 확대 (12월)	53
714	5	1	5_01	설 연휴 대이동 및 교통대책 (1월)	52
714	8	5	8_05	실손보험 비급여 지급액 증가 (5월)	52
714	17	4	17_04	이륜차 안전검사 의무화 (4월)	52
714	18	9	18_09	서울 아파트 분양가 상승 (9월)	52
714	21	10	21_10	은행권 가계대출 규제 강화 (10월)	52
714	23	7	23_07	미국발 관세 인상 수출 영향 (7월)	52
714	26	2	26_02	최상목 경제현안 점검 (2월)	52
714	26	4	26_04	ETF 투자상품 다양화 (4월)	52
714	31	10	31_10	구윤철 부총리 외청장 회의 개최 (10월)	52
714	39	11	39_11	코스닥 기업공개 증가 (11월)	52
714	40	6	40_06	HD현대 미국 조선시장 진출 (6월)	52
714	52	6	52_06	기업 사회공헌 활동 확대 (6월)	52
726	0	9	0_09	이재용 장남 해군장교 입대 (9월)	51
726	3	10	3_10	최태원 노소영 이혼소송 판결 (10월)	51
726	24	10	24_10	상생페이백 지급 확대 (10월)	51
726	25	2	25_02	정부 중국산 철강 반덤핑 관세 (2월)	51
726	32	5	32_05	미국 자동차부품 관세 부과 (5월)	51
726	39	1	39_01	상장사 퇴출요건 강화 (1월)	51
726	44	1	44_01	중소기업인 신년인사회 개최 (1월)	51
726	44	5	44_05	외국인 근로자 고용 확대 (5월)	51
726	55	4	55_04	기업 사회공헌활동 확대 (4월)	51
735	7	10	7_10	공정위 배달앱 불공정약관 시정 (10월)	50
735	14	6	14_06	코스피 중동 불안 변동 (6월)	50
735	20	3	20_03	현대엔지니어링 공사장 사고 대응 (3월)	50
735	23	2	23_02	지방 경제지표 악화 (2월)	50
735	23	6	23_06	SPC삼립 공장 근로자 사망사고 (6월)	50
735	24	1	24_01	자영업자 대출 연체 증가 (1월)	50
735	32	8	32_08	반도체 업계 미중 기술경쟁 (8월)	50
735	44	3	44_03	전국 아파트 미분양 증가 (3월)	50
735	51	8	51_08	자사주 소각 의무화 추진 (8월)	50
735	54	1	54_01	정부 벼 재배면적 감축 추진 (1월)	50
735	66	9	66_09	지자체 지역화폐 할인 확대 (9월)	50
